vcpus,memory,images,start_time,app_init,lib_init,anonymization,lib_anony,total_time
1,64,60,0,9.483992159,147.807095808,20.780176896,168.587272704,178.071264863
1,64,60,0,9.611323912,146.743206912,21.319413248,168.06262016,177.673944072
1,64,60,0,9.40909268,147.182713088,20.910434048,168.093147136,177.502239816
1,64,60,0,9.589651795,145.867264768,21.224686848,167.091951616,176.681603411
1,64,60,0,9.616588011,147.891248128,21.457480192,169.34872832,178.965316331
1,64,60,0,9.424588673,145.671177984,21.93856,167.609737984,177.034326657
1,64,60,0,9.562334354,145.9883648,21.489885952,167.478250752,177.040585106
1,64,60,0,9.306601448,144.33195904,21.783369984,166.115329024,175.421930472
1,64,60,0,9.535423689,148.047900928,21.274138112,169.32203904,178.857462729
1,64,60,0,9.468393428,145.676177152,21.288159744,166.964336896,176.432730324
1,64,60,0,9.711073872,146.233277696,20.984621056,167.217898752,176.928972624
1,64,60,0,9.386505817,145.696541184,21.302782976,166.99932416,176.385829977
1,64,60,0,9.740667997,148.374193152,22.155827968,170.53002112,180.270689117
1,64,60,0,9.726181595,147.463928064,21.809444864,169.273372928,178.999554523
1,64,60,0,9.770050317,148.273475072,21.798876928,170.072352,179.842402317
1,64,60,0,9.800380819,148.815563776,21.769337088,170.584900864,180.385281683
1,64,60,0,9.384511105,148.239051008,20.632926208,168.871977216,178.256488321
1,64,60,0,9.697644272,148.168218112,21.775394048,169.94361216,179.641256432
1,64,60,0,9.466513814,145.685997056,21.971072768,167.657069824,177.123583638
1,64,60,0,9.892884824,146.84880896,21.824233216,168.673042176,178.565927
1,64,60,0,9.421932317,146.959281152,21.862199808,168.82148096,178.243413277
1,64,60,0,9.265404466,145.840366848,21.781997056,167.622363904,176.88776837
1,64,60,0,9.416170082,145.029483776,20.60070016,165.630183936,175.046354018
1,64,60,0,9.396925703,144.663714048,20.869068032,165.53278208,174.929707783
1,64,60,0,9.475829182,146.345560832,21.668163072,168.013723904,177.489553086
1,64,60,0,9.464524264,144.003535104,21.807303936,165.81083904,175.275363304
4,32,120,0,10.274788303,117.924183296,68.222188032,186.146371328,196.421159631
4,32,120,0,9.967376002,116.310469888,65.565088256,181.875558144,191.842934146
4,32,120,0,10.237978347,115.38925696,63.907939072,179.297196032,189.535174379
4,32,120,0,12.66643856,114.791634176,67.278692096,182.070326272,194.736764832
4,32,120,0,10.176398302,117.970842112,64.796624896,182.767467008,192.94386531
4,32,120,0,10.112630632,115.031745024,63.657459968,178.689204992,188.801835624
4,32,120,0,10.205372271,116.584489984,67.85868416,184.443174144,194.648546415
4,32,120,0,10.197948126,116.896487168,62.144123904,179.040611072,189.238559198
4,32,120,0,10.130624744,115.44619008,66.990138112,182.436328192,192.566952936
4,32,120,0,10.02033916,117.516865024,63.818747904,181.335612928,191.355952088
4,32,120,0,10.011180706,116.248646912,65.712472064,181.961118976,191.972299682
4,32,120,0,10.231435385,118.761270016,66.15486208,184.916132096,195.147567481
4,32,120,0,10.255658263,118.807104768,64.599311104,183.406415872,193.662074135
4,32,120,0,9.933178737,120.341321984,62.051672064,182.392994048,192.326172785
4,32,120,0,9.999116086,118.487505152,65.394096896,183.881602048,193.880718134
4,32,120,0,10.242159994,117.180701952,70.893563136,188.074265088,198.316425082
4,32,120,0,10.013611025,112.921401856,66.191197184,179.11259904,189.126210065
4,32,120,0,10.161387911,117.803561984,64.865369088,182.668931072,192.830318983
4,32,120,0,10.093315752,115.260420864,65.166588928,180.427009792,190.520325544
4,32,120,0,10.043134758,115.199744,62.953164032,178.152908032,188.19604279
4,32,120,0,10.254859229,121.7025472,66.052967936,187.755515136,198.010374365
4,32,120,0,10.124138936,113.545643008,66.550000896,180.095643904,190.21978284
4,32,120,0,9.927938209,118.327937792,63.933055232,182.260993024,192.188931233
4,32,120,0,10.050149359,117.413723904,66.039721984,183.453445888,193.503595247
4,32,120,0,10.220196511,116.049051904,65.597854208,181.646906112,191.867102623
4,32,120,0,10.307647288,115.131657984,62.349511168,177.481169152,187.78881644
4,32,120,0,10.194172651,112.393387776,62.732077056,175.125464832,185.319637483
4,32,120,0,10.174916296,115.263245824,63.671322112,178.934567936,189.109484232
4,32,120,0,10.167876192,116.178905088,64.672474624,180.851379712,191.019255904
4,32,120,0,10.05484133,119.129776128,64.631254016,183.761030144,193.815871474
2,16,60,0,8.863831746,135.434169856,38.143532032,173.577701888,182.441533634
2,16,60,0,9.195597782,143.906139904,36.67273216,180.578872064,189.774469846
2,16,60,0,9.265067527,135.74821376,38.99437312,174.74258688,184.007654407
2,16,60,0,11.878821121,161.503247104,39.143055872,200.646302976,212.525124097
2,16,60,0,9.629443656,150.284903936,37.680128,187.965031936,197.594475592
2,16,60,0,9.234304781,148.843825152,38.597966848,187.441792,196.676096781
2,16,60,0,8.80053365,143.407804928,36.714528256,180.122333184,188.922866834
2,16,60,0,9.17358966,143.33271808,37.836632064,181.169350144,190.342939804
2,16,60,0,9.173576057,148.45128064,37.504502272,185.955782912,195.129358969
2,16,60,0,9.159036748,143.94747008,36.791103744,180.738573824,189.897610572
2,16,60,0,8.793042328,141.875552768,37.062005248,178.937558016,187.730600344
2,16,60,0,8.674305346,145.150785024,36.864322304,182.015107328,190.689412674
2,16,60,0,9.084464528,146.728440064,37.900846848,184.629286912,193.71375144
2,16,60,0,9.083670426,133.833342976,36.982650112,170.815993088,179.899663514
2,16,60,0,8.92111517,138.24991488,37.343563008,175.593477888,184.514593058
2,16,60,0,9.262690379,141.828588032,36.535207936,178.363795968,187.626486347
2,16,60,0,9.003052086,144.68142592,36.93677696,181.61820288,190.621254966
2,16,60,0,9.525315464,144.117403136,36.997668864,181.115072,190.640387464
2,16,60,0,9.128190874,139.024966912,36.968507136,175.993474048,185.121664922
2,16,60,0,9.341149845,150.360804864,37.210814976,187.57161984,196.912769685
2,16,60,0,9.094270815,149.580063232,37.876546816,187.456610048,196.550880863
2,16,60,0,8.908737268,150.659082752,37.20845696,187.867539712,196.77627698
2,16,60,0,9.331086825,143.54572416,36.745278976,180.291003136,189.622089961
2,16,60,0,8.973874305,145.472173056,36.859318784,182.33149184,191.305366145
2,16,60,0,9.22353652,145.019218176,38.424294912,183.443513088,192.667049608
2,16,60,0,8.995947632,146.233745152,37.359255808,183.59300096,192.588948592
2,16,60,0,8.91186293,133.797826048,37.047663104,170.845489152,179.757352082
2,16,60,0,8.808181489,146.742836992,37.672818176,184.415655168,193.223836657
2,16,60,0,9.252213167,149.474607104,37.070895872,186.545502976,195.797716143
2,16,60,0,8.52837862,151.008070144,37.441261824,188.449331968,196.977710588
4,16,30,0,12.309350984,129.286902784,18.562870016,147.8497728,160.159123784
4,16,30,0,9.917098781,129.607030016,18.320687872,147.927717888,157.844816669
4,16,30,0,10.033664209,133.502176,18.291694336,151.793870336,161.827534545
4,16,30,0,10.023761629,129.518439936,18.756865024,148.27530496,158.299066589
4,16,30,0,10.03289132,131.47606912,17.980238848,149.456307968,159.489199288
4,16,30,0,12.578316508,129.334904064,18.573661952,147.908566016,160.486882524
4,16,30,0,10.054725099,129.394774016,18.920844032,148.315618048,158.370343147
4,16,30,0,9.928412165,125.54859392,17.98108288,143.5296768,153.458088965
4,16,30,0,9.995154794,129.625369088,18.449918208,148.075287296,158.07044209
4,16,30,0,9.928610233,127.80242304,17.796161024,145.598584064,155.527194297
4,16,30,0,9.959824432,127.433115904,18.61124992,146.044365824,156.004190256
4,16,30,0,9.795873187,130.599371008,18.053392896,148.652763904,158.448637091
4,16,30,0,9.88997165,133.915631104,18.231316992,152.146948096,162.036919746
4,16,30,0,9.982771047,126.34433792,18.37979392,144.72413184,154.706902887
4,16,30,0,9.960946664,133.168531712,17.990976256,151.159507968,161.120454632
4,16,30,0,10.010703986,133.0168832,18.659362048,151.676245248,161.686949234
4,16,30,0,9.880486559,129.937270784,17.915132928,147.852403712,157.732890271
4,16,30,0,9.922694495,126.923051008,17.820101888,144.743152896,154.665847391
4,16,30,0,9.902704516,132.231601152,18.008145152,150.239746304,160.14245082
4,16,30,0,9.998499678,132.779784192,17.732740096,150.512524288,160.511023966
4,16,30,0,10.022644814,134.904297216,17.854646784,152.758944,162.781588814
4,16,30,0,9.955892613,132.648937984,18.465348864,151.114286848,161.070179461
4,16,30,0,10.002746563,132.623279104,18.490489088,151.113768192,161.116514755
4,16,30,0,9.867355526,129.659376128,18.56784896,148.227225088,158.094580614
4,16,30,0,9.996340788,130.22865792,17.66039808,147.889056,157.885396788
4,16,30,0,10.086688326,134.548848128,18.986014976,153.534863104,163.62155143
4,16,30,0,9.878526101,128.702012928,18.069429248,146.771442176,156.649968277
4,16,30,0,10.087523008,135.170064896,18.502962176,153.673027072,163.76055008
4,16,30,0,14.964641483,130.919185664,18.731106048,149.650291712,164.614933195
4,16,30,0,10.032006446,136.61530496,18.405159168,155.020464128,165.052470574
2,16,30,0,9.245876073,134.91578368,19.238212096,154.153995776,163.399871849
2,16,30,0,8.981647677,147.82263296,18.856927232,166.679560192,175.661207869
2,16,30,0,8.700664724,145.314658816,19.224781056,164.539439872,173.240104596
2,16,30,0,8.928647841,144.526329088,19.56454912,164.090878208,173.019526049
2,16,30,0,9.157249749,141.671503104,19.722094848,161.393597952,170.550847701
2,16,30,0,8.78508427,140.77714816,20.272109056,161.049257216,169.834341486
2,16,30,0,9.229690761,141.03235712,19.3052032,160.33756032,169.567251081
2,16,30,0,9.117306533,141.423208192,19.034816,160.458024192,169.575330725
2,16,30,0,8.94736871,143.040769024,18.986729984,162.027499008,170.974867718
2,16,30,0,9.375674719,137.364544,19.176169216,156.540713216,165.916387935
2,16,30,0,8.87435248,143.918075136,18.980598016,162.898673152,171.773025632
2,16,30,0,8.949120396,148.85509504,18.756868096,167.611963136,176.561083532
2,16,30,0,8.67215594,143.869456896,19.758393088,163.627849984,172.300005924
2,16,30,0,9.395736374,135.100903168,19.858580992,154.95948416,164.355220534
2,16,30,0,8.582270621,144.048635136,19.352313088,163.400948224,171.983218845
2,16,30,0,8.839162522,143.722743808,19.935305216,163.658049024,172.497211546
2,16,30,0,9.358491369,148.243090944,19.434998784,167.678089728,177.036581097
2,16,30,0,9.374648949,141.424569088,18.928799744,160.353368832,169.728017781
2,16,30,0,9.299299136,144.889843712,19.630723072,164.520566784,173.81986592
2,16,30,0,8.999654561,141.03396096,19.597538048,160.631499008,169.631153569
2,16,30,0,9.116749124,136.62372992,20.230260992,156.853990912,165.970740036
2,16,30,0,8.972990578,142.880068096,19.266032896,162.146100992,171.11909157
2,16,30,0,9.078449751,127.994464,19.011186944,147.005650944,156.084100695
2,16,30,0,9.183837878,137.755515904,18.4479808,156.203496704,165.387334582
2,16,30,0,8.927624764,136.651042048,19.710022912,156.36106496,165.288689724
2,16,30,0,8.774139144,140.314648832,19.34596608,159.660614912,168.434754056
2,16,30,0,8.413110285,135.19872896,19.75305984,154.9517888,163.364899085
2,16,30,0,8.954850224,149.314838016,19.765822208,169.080660224,178.035510448
2,16,30,0,11.740970266,143.231230208,19.97425792,163.205488128,174.946458394
2,16,30,0,9.404505198,147.872313856,19.62301312,167.495326976,176.899832174
4,16,20,0,9.827409315,146.380153856,16.79344512,163.173598976,173.001008291
4,16,20,0,9.825011365,142.801976832,16.135734272,158.937711104,168.762722469
4,16,20,0,10.100944239,144.61259904,16.355004928,160.967603968,171.068548207
4,16,20,0,9.952184601,128.851248128,16.600691968,145.451940096,155.404124697
4,16,20,0,10.028836054,129.777421056,16.316498944,146.09392,156.122756054
4,16,20,0,9.964914366,137.254635264,16.553302784,153.807938048,163.772852414
4,16,20,0,12.510175657,131.026317056,16.267375872,147.293692928,159.803868585
4,16,20,0,9.987481152,133.219132928,16.329586176,149.548719104,159.536200256
4,16,20,0,10.035751024,127.743748096,17.14410112,144.887849216,154.92360024
4,16,20,0,9.97164203,133.844768,16.141775104,149.986543104,159.958185134
4,16,20,0,9.843792956,131.83638016,16.600653056,148.437033216,158.280826172
4,16,20,0,12.337104162,132.261246208,16.36738688,148.628633088,160.96573725
4,16,20,0,9.962166872,134.760090112,16.21130496,150.971395072,160.933561944
4,16,20,0,9.9819344,130.726187008,16.186492928,146.912679936,156.894614336
4,16,20,0,9.840360237,130.50386688,16.14701312,146.65088,156.491240237
4,16,20,0,9.814206114,134.104009216,16.169664768,150.273673984,160.087880098
4,16,20,0,9.825714305,131.679570944,16.373222912,148.052793856,157.878508161
4,16,20,0,9.720341465,129.194831104,16.138329088,145.333160192,155.053501657
4,16,20,0,9.869599198,129.247921152,15.967094784,145.215015936,155.084615134
4,16,20,0,9.963356252,127.00606592,16.348436992,143.354502912,153.317859164
4,16,20,0,9.946233242,129.293901824,16.501659136,145.79556096,155.741794202
4,16,20,0,10.287611932,132.116410112,16.228857088,148.3452672,158.632879132
4,16,20,0,10.06607248,127.323750912,16.258851072,143.582601984,153.648674464
4,16,20,0,10.074726241,130.027421184,16.258182912,146.285604096,156.360330337
4,16,20,0,10.392402901,131.7901952,16.338208,148.1284032,158.520806101
4,16,20,0,10.066686072,132.065732864,16.336904192,148.402637056,158.469323128
4,16,20,0,9.920408741,128.653543168,15.887448832,144.540992,154.461400741
4,16,20,0,9.834619351,126.4297728,16.568155136,142.997927936,152.832547287
4,16,20,0,9.872097251,129.768399872,16.307892992,146.076292864,155.948390115
4,16,20,0,9.931389433,138.51313408,16.494866944,155.008001024,164.939390457
4,64,30,0,10.055928736,109.668037888,10.04570496,119.713742848,129.769671584
4,64,30,0,10.024998435,106.83754112,9.913177856,116.750718976,126.775717411
4,64,30,0,10.056718028,112.736568064,10.04792576,122.784493824,132.841211852
4,64,30,0,9.834165566,113.308299008,9.66469376,122.972992768,132.807158334
4,64,30,0,9.995776842,112.513101824,9.923087872,122.436189696,132.431966538
4,64,30,0,10.10494865,108.980062976,9.824145152,118.804208128,128.909156778
4,64,30,0,10.032329033,111.3432128,9.817522176,121.160734976,131.193064009
4,64,30,0,10.127456874,110.81044224,9.916667904,120.727110144,130.854567018
4,64,30,0,10.100790671,110.04119296,9.965548032,120.006740992,130.107531663
4,64,30,0,9.888832745,109.650572032,9.787687936,119.438259968,129.327092713
4,64,30,0,10.116076287,109.444088064,9.899072,119.343160064,129.459236351
4,64,30,0,9.919300875,107.395684864,9.844315136,117.24,127.159300875
4,64,30,0,9.895895684,109.150540288,9.794708736,118.945249024,128.841144708
4,64,30,0,9.85583013,106.866784,9.90802816,116.77481216,126.63064229
4,64,30,0,9.911804288,111.948452096,9.841897984,121.79035008,131.702154368
4,64,30,0,9.953048789,114.75031296,9.81625984,124.5665728,134.519621589
4,64,30,0,9.926048031,111.850182144,9.89076992,121.740952064,131.667000095
4,64,30,0,10.000054803,116.20053504,9.791421952,125.991956992,135.992011795
4,64,30,0,9.936278387,113.80846592,9.853894144,123.662360064,133.598638451
4,64,30,0,9.947660157,114.885933824,9.882404864,124.768338688,134.715998845
4,64,30,0,9.959093212,113.198624768,9.824387072,123.02301184,132.982105052
4,64,30,0,10.071323683,111.633721856,10.169202944,121.8029248,131.874248483
4,64,30,0,9.850539555,116.940594944,9.91360896,126.854203904,136.704743459
4,64,30,0,9.761459265,112.839732992,9.807433984,122.647166976,132.408626241
4,64,30,0,9.922332078,112.264662016,9.964190208,122.228852224,132.151184302
4,64,30,0,10.133665264,113.514704128,9.966847744,123.481551872,133.615217136
4,64,30,0,9.89962659,107.799953152,9.770693888,117.57064704,127.47027363
4,64,30,0,10.032174038,110.868166144,9.798712832,120.666878976,130.699053014
4,64,30,0,9.874542595,112.009912064,10.004131072,122.014043136,131.888585731
4,64,30,0,9.939393457,113.311181056,9.720333824,123.03151488,132.970908337
1,32,120,0,9.550141042,146.684086016,74.721597184,221.4056832,230.955824242
1,32,120,0,9.560337179,146.429406976,68.015315968,214.444722944,224.005060123
1,32,120,0,9.449617144,146.390638848,67.29599104,213.686629888,223.136247032
1,32,120,0,9.640263011,146.65733888,73.16442496,219.82176384,229.462026851
1,32,120,0,9.594237256,147.677039104,69.497208832,217.174247936,226.768485192
1,32,120,0,9.5890447,148.012885248,71.384662784,219.397548032,228.986592732
1,32,120,0,9.452026388,146.004954112,71.495213056,217.500167168,226.952193556
1,32,120,0,9.472831334,146.409923072,67.22730624,213.637229312,223.110060646
1,32,120,0,9.460259433,146.748288768,67.861810176,214.610098944,224.070358377
1,32,120,0,9.555378391,147.404692992,70.73606016,218.140753152,227.696131543
1,32,120,0,9.566841965,146.059785216,70.641810944,216.70159616,226.268438125
1,32,120,0,9.548822664,146.11913088,66.288175104,212.407305984,221.956128648
1,32,120,0,9.727827154,147.632903168,68.076595968,215.709499136,225.43732629
1,32,120,0,9.477460546,145.930071808,68.567577088,214.497648896,223.975109442
1,32,120,0,9.568866721,145.906952704,73.7458432,219.652795904,229.221662625
1,32,120,0,10.003600339,147.95878784,66.71460096,214.6733888,224.676989139
1,32,120,0,9.673208905,145.117880064,67.05907712,212.176957184,221.850166089
1,32,120,0,9.581980593,149.033309952,73.26330112,222.296611072,231.878591665
1,32,120,0,9.698707503,147.630881792,69.534067968,217.16494976,226.863657263
1,32,120,0,9.656696827,147.087472128,69.388107776,216.475579904,226.132276731
1,32,120,0,9.59956283,146.074008064,67.225043968,213.299052032,222.898614862
1,32,120,0,9.568727034,147.325117952,74.083216128,221.40833408,230.977061114
1,32,120,0,9.634405331,147.093906944,66.968322048,214.062228992,223.696634323
1,32,120,0,9.59283596,149.390333952,74.379066112,223.769400064,233.362236024
1,32,120,0,9.626273493,147.937895168,68.000941056,215.938836224,225.565109717
1,32,120,0,9.475652022,144.317714944,73.9692992,218.287014144,227.762666166
1,32,120,0,9.388613816,146.34357632,77.681664,224.02524032,233.413854136
1,32,120,0,9.578227983,145.103442944,73.98076288,219.084205824,228.662433807
1,32,120,0,9.694952622,147.407684864,67.03887104,214.446555904,224.141508526
1,32,120,0,9.579945709,147.146877184,70.891215104,218.038092288,227.618037997
1,64,10,0,13.434997498,187.886120704,6.471445248,194.357565952,207.79256345
1,64,10,0,9.190665329,166.915076864,6.311884032,173.226960896,182.417626225
1,64,10,0,9.947555821,161.54986496,6.040263168,167.590128128,177.537683949
1,64,10,0,9.623470641,150.411361792,5.842007296,156.253369088,165.876839729
1,64,10,0,11.385514687,149.088829952,5.937021952,155.025851904,166.411366591
1,64,10,0,9.200936131,148.30054912,6.054914816,154.355463936,163.556400067
1,64,10,0,9.14875077,148.280986112,6.177697792,154.458683904,163.607434674
1,64,10,0,9.213886444,149.027745024,5.942094848,154.969839872,164.183726316
1,64,10,0,9.036688281,148.453706752,6.024579072,154.478285824,163.514974105
1,64,10,0,9.063458412,151.042605824,5.930349056,156.97295488,166.036413292
1,64,10,0,9.138664706,150.937363968,6.028370176,156.965734144,166.10439885
1,64,10,0,9.110962173,149.946249984,6.138781952,156.085031936,165.195994109
1,64,10,0,9.040941894,149.12983808,5.8591168,154.98895488,164.029896774
1,64,10,0,9.208784728,150.478004224,5.991968,156.469972224,165.678756952
1,64,10,0,9.106897817,154.4275648,5.894580992,160.322145792,169.429043609
1,64,10,0,9.123838089,150.713231104,6.01624192,156.729473024,165.853311113
1,64,10,0,9.178899031,151.515119104,6.214351104,157.729470208,166.908369239
1,64,10,0,9.144262409,152.298420992,5.951905792,158.250326784,167.394589193
1,64,10,0,9.347541071,152.96819712,5.957957888,158.926155008,168.273696079
1,64,10,0,9.145772969,151.425730816,5.998884864,157.42461568,166.570388649
1,64,10,0,9.109484959,150.235921152,5.979385856,156.215307008,165.324791967
1,64,10,0,9.004147086,151.754952192,5.996190976,157.751143168,166.755290254
1,64,10,0,9.265954196,152.359698944,5.8984448,158.258143744,167.52409794
1,64,10,0,9.103117681,153.502271744,5.86413312,159.366404864,168.469522545
1,64,10,0,9.288129745,153.37767296,5.978979072,159.356652032,168.644781777
1,64,10,0,9.188415415,152.622456064,5.914857728,158.537313792,167.725729207
1,64,10,0,9.627556747,154.097472768,6.028172032,160.1256448,169.753201547
1,64,10,0,9.352584212,152.657534976,6.106381824,158.7639168,168.116501012
1,64,10,0,9.295983842,152.841773056,6.000492288,158.842265344,168.138249186
1,64,10,0,9.275939189,152.377163008,5.982036992,158.3592,167.635139189
2,16,90,0,9.222514601,150.192602112,56.409049088,206.6016512,215.824165801
2,16,90,0,9.29328646,148.59387776,54.81593088,203.40980864,212.7030951
2,16,90,0,9.014581862,138.615252992,54.934214912,193.549467904,202.564049766
2,16,90,0,9.541962755,150.581653248,55.74579584,206.327449088,215.869411843
2,16,90,0,8.949264078,139.12651392,56.843440896,195.969954816,204.919218894
2,16,90,0,9.791488179,145.408947968,56.113905152,201.52285312,211.314341299
2,16,90,0,9.280058355,141.64779904,54.8504768,196.49827584,205.778334195
2,16,90,0,8.89819631,147.849682944,54.466831872,202.316514816,211.214711126
2,16,90,0,9.005506541,138.69393664,55.812964096,194.506900736,203.512407277
2,16,90,0,8.88051087,140.03311104,55.232045056,195.265156096,204.145666966
2,16,90,0,9.038752863,143.468305152,55.966642944,199.434948096,208.473700959
2,16,90,0,9.359250591,145.398357248,56.293484032,201.69184128,211.051091871
2,16,90,0,11.423581235,143.840369152,54.118811136,197.959180288,209.382761523
2,16,90,0,9.034343688,144.396848128,54.795222016,199.192070144,208.226413832
2,16,90,0,9.009320825,135.698231808,55.273927168,190.972158976,199.981479801
2,16,90,0,9.09779003,140.231312896,55.317571072,195.548883968,204.646673998
2,16,90,0,9.449161037,144.993618944,54.558814976,199.55243392,209.001594957
2,16,90,0,9.190542887,141.644395008,55.172084992,196.81648,206.007022887
2,16,90,0,9.338631087,136.84896896,55.142232064,191.991201024,201.329832111
2,16,90,0,8.991826099,147.120990976,56.746590976,203.867581952,212.859408051
2,16,90,0,9.365929855,146.386281984,55.595597056,201.98187904,211.347808895
2,16,90,0,9.198813834,144.461425152,55.454721024,199.916146176,209.11496001
2,16,90,0,9.056599057,146.909391872,55.152636928,202.0620288,211.118627857
2,16,90,0,9.391338076,136.501962752,54.606929152,191.108891904,200.50022998
2,16,90,0,9.117382197,145.761963008,58.215145984,203.977108992,213.094491189
2,16,90,0,9.179339228,144.233153024,57.927280896,202.16043392,211.339773148
2,16,90,0,11.314897151,142.28675072,54.875884032,197.162634752,208.477531903
2,16,90,0,9.58957678,140.035031808,54.486771968,194.521803776,204.111380556
2,16,90,0,9.457020852,141.334739968,55.556519936,196.891259904,206.348280756
2,16,90,0,8.987600479,145.8632,56.381108992,202.244308992,211.231909471
2,32,30,0,9.146483635,123.675561728,17.085472256,140.761033984,149.907517619
2,32,30,0,8.906596817,131.691814912,16.468179968,148.15999488,157.066591697
2,32,30,0,9.127626585,120.255415808,16.877362944,137.132778752,146.260405337
2,32,30,0,8.79182876,115.034248192,16.725011712,131.759259904,140.551088664
2,32,30,0,9.069848242,126.78639488,16.592397056,143.378791936,152.448640178
2,32,30,0,9.072732601,128.545065216,16.362899968,144.907965184,153.980697785
2,32,30,0,9.129971878,133.131938048,16.837428224,149.969366272,159.09933815
2,32,30,0,9.304126885,121.69881088,16.916210944,138.615021824,147.919148709
2,32,30,0,9.381959653,117.439664128,16.79327488,134.232939008,143.614898661
2,32,30,0,8.813929624,117.064832,16.970105344,134.034937344,142.848866968
2,32,30,0,8.744247778,127.990914816,16.616890112,144.607804928,153.352052706
2,32,30,0,11.119569156,113.000527104,16.566599936,129.56712704,140.686696196
2,32,30,0,9.147569513,123.374170112,16.639515136,140.013685248,149.161254761
2,32,30,0,9.374406682,127.472018944,16.627769088,144.099788032,153.474194714
2,32,30,0,8.959871485,127.378804736,17.102774272,144.481579008,153.441450493
2,32,30,0,8.905302713,136.088491008,16.355051008,152.443542016,161.348844729
2,32,30,0,8.818852803,125.012749824,16.515282176,141.528032,150.346884803
2,32,30,0,8.973574,124.105808128,16.672263936,140.778072064,149.751646064
2,32,30,0,8.876819763,131.294796032,17.07144576,148.366241792,157.243061555
2,32,30,0,8.878514338,122.840747776,16.485639168,139.326386944,148.204901282
2,32,30,0,9.450880561,125.419474688,16.895099392,142.31457408,151.765454641
2,32,30,0,9.300587281,126.1307072,16.47715584,142.60786304,151.908450321
2,32,30,0,8.920481314,115.598411008,16.535362048,132.133773056,141.05425437
2,32,30,0,8.960388569,115.557948928,16.123175168,131.681124096,140.641512665
2,32,30,0,8.95969684,126.88873728,16.658223872,143.546961152,152.506657992
2,32,30,0,8.973933346,114.496358912,16.725494016,131.221852928,140.195786274
2,32,30,0,8.765620424,126.354603264,17.171110912,143.525714176,152.2913346
2,32,30,0,9.600762532,122.062036992,16.80175616,138.863793152,148.464555684
2,32,30,0,9.242884323,126.380648704,16.38130816,142.761956864,152.004841187
2,32,30,0,9.735889778,112.490800896,16.976489984,129.46729088,139.203180658
2,16,120,0,9.214617406,138.913906176,88.571492864,227.48539904,236.700016446
2,16,120,0,9.140209421,139.182373888,73.396429056,212.578802944,221.719012365
2,16,120,0,9.012232202,138.746384128,72.449726976,211.196111104,220.208343306
2,16,120,0,9.057346126,141.264061952,74.891041024,216.155102976,225.212449102
2,16,120,0,8.704258951,135.280471296,73.855339776,209.135811072,217.840070023
2,16,120,0,12.18240498,136.026980096,75.011073024,211.03805312,223.2204581
2,16,120,0,9.204262345,137.65015296,84.519097088,222.169250048,231.373512393
2,16,120,0,9.189616917,151.946994176,73.286868736,225.233862912,234.423479829
2,16,120,0,9.045552337,146.505478912,85.206409216,231.711888128,240.757440465
2,16,120,0,9.938984348,142.951244288,89.038831872,231.99007616,241.929060508
2,16,120,0,9.327921297,146.979248896,88.260242176,235.239491072,244.567412369
2,16,120,0,9.948657645,144.878545152,75.455928064,220.334473216,230.283130861
2,16,120,0,8.963667684,144.372279808,76.361587968,220.733867776,229.69753546
2,16,120,0,9.258946816,141.196709888,73.816446976,215.013156864,224.27210368
2,16,120,0,8.916307514,147.797744896,87.68716288,235.484907776,244.40121529
2,16,120,0,8.83362628,145.75668992,89.005539072,234.762228992,243.595855272
2,16,120,0,9.282173536,143.613588992,85.292877824,228.906466816,238.188640352
2,16,120,0,11.891379373,147.494247168,77.26386304,224.758110208,236.649489581
2,16,120,0,9.340427242,144.555757056,89.288876032,233.844633088,243.18506033
2,16,120,0,9.270946655,137.815435008,75.486451968,213.301886976,222.572833631
2,16,120,0,9.599959607,143.904541952,88.335710976,232.240252928,241.840212535
2,16,120,0,9.179061475,145.649788928,75.293246976,220.943035904,230.122097379
2,16,120,0,8.956969555,149.744812032,77.73113984,227.475951872,236.432921427
2,16,120,0,9.472992969,145.92348416,73.122170112,219.045654272,228.518647241
2,16,120,0,9.155822423,147.699326208,76.118177024,223.817503232,232.973325655
2,16,120,0,9.547527164,140.650916864,87.06276096,227.713677824,237.261204988
2,16,120,0,9.203947026,148.821021952,74.23734784,223.058369792,232.262316818
2,16,120,0,9.426591313,138.684172032,74.56077312,213.244945152,222.671536465
2,16,120,0,9.090515633,141.211271168,85.602721792,226.81399296,235.904508593
2,16,120,0,9.390592887,147.577869056,75.573817088,223.151686144,232.542279031
4,32,10,0,12.469262073,170.404820992,8.121083904,178.525904896,190.995166969
4,32,10,0,10.198349885,152.622964736,8.183537152,160.806501888,171.004851773
4,32,10,0,10.189521106,143.942173184,8.224097792,152.166270976,162.355792082
4,32,10,0,10.033870708,132.073805056,7.891449088,139.965254144,149.999124852
4,32,10,0,9.646068868,128.23211008,7.930059008,136.162169088,145.808237956
4,32,10,0,9.624451815,129.670356992,7.88039808,137.550755072,147.175206887
4,32,10,0,9.542311628,131.009373952,8.04463104,139.054004992,148.59631662
4,32,10,0,9.815737282,125.347846912,7.797144064,133.144990976,142.960728258
4,32,10,0,10.066754857,126.575124736,8.112291072,134.687415808,144.754170665
4,32,10,0,9.83350038,130.256328192,8.045742848,138.30207104,148.13557142
4,32,10,0,9.832961777,128.2828992,8.2444352,136.5273344,146.360296177
4,32,10,0,9.856965451,130.604829184,8.027748864,138.632578048,148.489543499
